test loss,test acc,exec time
0.6075479984283447, 0.7856764197349548," 00:02:15
"
0.5590698719024658, 0.8196286559104919," 00:02:24
"
0.5735994577407837, 0.7915119528770447," 00:02:17
"
0.5824553966522217, 0.7941644787788391," 00:02:32
"
0.5732563734054565, 0.8206896781921387," 00:02:16
"
0.5968742966651917, 0.7978779673576355," 00:02:35
"
0.6101014018058777, 0.7893899083137512," 00:02:18
"
0.5679191946983337, 0.8037135004997253," 00:02:20
"
0.5684030652046204, 0.7920424342155457," 00:02:19
"
0.6052097678184509, 0.7968170046806335," 00:02:38
"
