test loss,test acc,exec time
1.0071656703948975, 0.020094117149710655," 04:21:47
"
1.0058201551437378, 0.01940000057220459," 08:10:19
"
1.0060641765594482, 0.019741175696253777," 08:13:54
"
1.0059071779251099, 0.020082352682948112," 08:10:33
"
1.0054709911346436, 0.01979999989271164," 08:07:27
"
1.006351113319397, 0.019999999552965164," 08:30:50
"
1.0047192573547363, 0.01975294202566147," 08:26:56
"
1.0064363479614258, 0.02016470581293106," 08:26:41
"
1.0060505867004395, 0.020329412072896957," 08:18:20
"
1.0057381391525269, 0.019658824428915977," 08:14:36
"
