test loss,test acc,exec time
0.09002631157636642, 0.0972352921962738," 01:38:35
"
0.0900389552116394, 0.09882353246212006," 01:38:11
"
0.09002716839313507, 0.1021764725446701," 01:38:02
"
0.09002628922462463, 0.10199999809265137," 01:39:00
"
0.09006191790103912, 0.09835293889045715," 01:43:54
"
0.09002071619033813, 0.10117647051811218," 01:38:10
"
0.09001995623111725, 0.10335294157266617," 01:38:29
"
0.09006976336240768, 0.09694117307662964," 01:38:15
"
0.09003081917762756, 0.10117647051811218," 01:40:00
"
0.09003330767154694, 0.100352942943573," 01:39:10
"
