test loss,test acc,exec time
0.41326165199279785, 0.10017646849155426," 01:36:41
"
0.41326168179512024, 0.1021764725446701," 01:36:45
"
0.41326168179512024, 0.0967647060751915," 01:37:14
"
0.41326168179512024, 0.10070588439702988," 01:36:53
"
0.41326218843460083, 0.1008235290646553," 01:36:44
"
0.4132617115974426, 0.1012352928519249," 01:36:54
"
0.4132617115974426, 0.0977058857679367," 01:35:32
"
0.41326168179512024, 0.09847059100866318," 01:35:20
"
0.4132617115974426, 0.10370588302612305," 01:39:59
"
0.41326168179512024, 0.09752941131591797," 01:37:09
"
