test loss,test acc,exec time
0.333263635635376, 0.01997647061944008, 04:39:54
0.333263635635376, 0.019682353362441063, 12:57:42
0.333263635635376, 0.019741175696253777, 12:58:36
0.333263635635376, 0.02003529481589794, 13:06:09
0.333263635635376, 0.019741175696253777, 13:07:29
0.333263635635376, 0.019164705649018288, 13:00:15
0.333263635635376, 0.020600000396370888, 13:02:25
0.333263635635376, 0.019858824089169502, 13:00:08
0.333263635635376, 0.02007058821618557, 13:03:36
0.333263635635376, 0.019600000232458115, 13:03:25
