test loss,test acc,exec time
0.8072023987770081, 0.48016998171806335," 00:01:02
"
0.8810935616493225, 0.42067989706993103," 00:00:59
"
0.8288326263427734, 0.4475920796394348," 00:00:53
"
0.8619471192359924, 0.4518413543701172," 00:00:49
"
0.8239097595214844, 0.46883851289749146," 00:00:49
"
0.8642081618309021, 0.4390934705734253," 00:00:57
"
0.760026216506958, 0.4985835552215576," 00:00:57
"
0.8294212818145752, 0.4617563784122467," 00:00:57
"
0.8471209406852722, 0.4631727933883667," 00:00:57
"
0.8201717734336853, 0.4518413543701172," 00:00:59
"
