test loss,test acc,exec time
0.03860684111714363, 0.8721485137939453, 00:03:21
0.03565872088074684, 0.8843501210212708, 00:03:50
0.03609617426991463, 0.8758620619773865, 00:03:53
0.037561774253845215, 0.8721485137939453, 00:03:37
0.037677183747291565, 0.8785145878791809, 00:03:36
0.03737766295671463, 0.8716180324554443, 00:03:55
0.036829449236392975, 0.8795756101608276, 00:03:53
0.03758629411458969, 0.8716180324554443, 00:03:32
0.03279653936624527, 0.8896551728248596, 00:03:35
0.03429790586233139, 0.8875331282615662, 00:03:19
