test loss,test acc,exec time
0.35367852449417114, 0.8512747883796692," 00:00:53
"
0.3629913330078125, 0.8045325875282288," 00:00:56
"
0.369748592376709, 0.6444759368896484," 00:00:54
"
0.3630851209163666, 0.620396614074707," 00:00:56
"
0.3668193519115448, 0.6529744863510132," 00:00:44
"
0.3659859895706177, 0.5835694074630737," 00:00:50
"
0.36959952116012573, 0.756373941898346," 00:00:50
"
0.35520169138908386, 0.723796010017395," 00:00:55
"
0.35974597930908203, 0.8031161427497864," 00:00:57
"
0.36229443550109863, 0.8626062273979187," 00:00:57
"
