test loss,test acc,exec time
0.09003851562738419, 0.0985882356762886," 00:46:59
"
0.09001518040895462, 0.100352942943573," 00:45:41
"
0.09003604203462601, 0.09670588374137878," 00:45:26
"
0.09005161374807358, 0.10264705866575241," 00:49:48
"
0.09002874791622162, 0.10000000149011612," 00:51:46
"
0.09004592150449753, 0.09847059100866318," 00:59:08
"
0.0900343507528305, 0.10088235139846802," 00:50:41
"
0.09003587067127228, 0.09941176325082779," 02:12:00
"
0.09004507213830948, 0.10117647051811218," 02:13:02
"
0.0900200605392456, 0.10229411721229553," 02:12:30
"
