test loss,test acc,exec time
0.03223317116498947, 0.8201133012771606," 00:01:04
"
0.029092423617839813, 0.8966005444526672," 00:00:52
"
0.03353920206427574, 0.8314447402954102," 00:01:04
"
0.033106375485658646, 0.8512747883796692," 00:01:07
"
0.03587291017174721, 0.756373941898346," 00:01:07
"
0.03036879375576973, 0.8144475817680359," 00:01:03
"
0.03446115180850029, 0.7747875452041626," 00:00:58
"
0.032699890434741974, 0.8456090688705444," 00:00:52
"
0.032480333000421524, 0.743626058101654," 00:01:01
"
0.0325084887444973, 0.8640226721763611," 00:00:47
"
