test loss,test acc,exec time
1.0000523328781128, 0.0999411791563034, 02:30:10
1.0000476837158203, 0.09935294091701508, 02:29:59
1.0000475645065308, 0.09888235479593277, 02:29:55
1.0000460147857666, 0.09776470810174942, 02:31:01
1.000037431716919, 0.0998823493719101, 02:30:20
1.0000461339950562, 0.10158823430538177, 02:30:54
1.000052571296692, 0.09823529422283173, 02:30:56
1.000044345855713, 0.10211765021085739, 02:30:35
1.0000462532043457, 0.10094117373228073, 02:30:20
1.0000463724136353, 0.0972352921962738, 02:30:49
